Id,Title,Score,Text,CreationDate
"7412535","refactoring long methods with fluent interfaces","4","	

I'd like to know your opinion about using the fluent interface pattern to refactor a long method.

http://en.wikipedia.org/wiki/Fluent_interface


The fluent pattern is not included in the refactoring books.


for example, say you have this long method (with a long name as it 
does many things)

    class TravelClub {
    
       Receipt buyAndAddPointsAndGetReceipt(long amount, long cardNumber) {
    	buy(amount);
    	accumulatePoints(cardNumber);
    	return generateReceipt();
    	
       }
    
       void buy(int amount) {...}
    
       void accumlatePoints(int cardNumber) {...}
    
       void generateRecepit() {...}
    
    }

called as:

    Receipt myReceipt = myTravelClub.buyAndAddPointsAndGetReceipt(543L,12345678L);


That could be refactored to:

    class TravelClub {
    
       TravelClub buy(long amount) {
    	buy(amount);
    	return this;
       }
    
       TravelClub accumulatePoints(long cardNumber) {
    	buy(amount);
    	return this;
       }
    
       Receipt generateReceipt() {
    	return new Receipt(...);
       }
    
    
    }

and called as:

    Receipt myReceipt = myTravelClub.buy(543L).accumulatePoints(12345678L).generateReceipt();



from my point of view this is a quite good manner to decompose a long method and
also to decompose its name.



what do you think?




","2011-09-14 07:11:07"
"7412535","refactoring long methods with fluent interfaces","4","<java><refactoring><fluent><fluent-interface>","2011-09-14 07:11:07"
"7412535","refactoring long methods with fluent interfaces","4","	

I'd like to know your opinion about using the fluent interface pattern to refactor a long method.

http://en.wikipedia.org/wiki/Fluent_interface


The fluent pattern is not included in the refactoring books.


for example, say you have this long method (with a long name as it 
does many things)

    class TravelClub {
    
       Receipt buyAndAddPointsAndGetReceipt(long amount, long cardNumber) {
    	buy(amount);
    	accumulatePoints(cardNumber);
    	return generateReceipt();
    	
       }
    
       void buy(int amount) {...}
    
       void accumlatePoints(int cardNumber) {...}
    
       void generateRecepit() {...}
    
    }

called as:

    Receipt myReceipt = myTravelClub.buyAndAddPointsAndGetReceipt(543L,12345678L);


That could be refactored to:

    class TravelClub {
    
       TravelClub buy(long amount) {
    	//buy stuff
    	return this;
       }
    
       TravelClub accumulatePoints(long cardNumber) {
    	//accumulate stuff
    	return this;
       }
    
       Receipt generateReceipt() {
    	return new Receipt(...);
       }
    
    
    }

and called as:

    Receipt myReceipt = myTravelClub.buy(543L).accumulatePoints(12345678L).generateReceipt();



from my point of view this is a quite good manner to decompose a long method and
also to decompose its name.



what do you think?




","2011-09-14 08:37:53"
"9084397","refactoring jquery selector expression","4","refactoring jquery selector expression","2012-01-31 17:48:53"
"9084397","refactoring jquery selector expression","4","Is there a way that I can write the following selector in a less verbose fashion (the parent id is being repeated again and again).

#parent_id .class1 , #parent_id .class2,....

Thanx!","2012-01-31 17:48:53"
"9084397","refactoring jquery selector expression","4","<jquery><selector>","2012-01-31 17:48:53"
"9084397","refactoring jquery selector expression","4","Is there a way that I can write the following selector in a less verbose fashion (the parent id is being repeated again and again).

    $(""#parent_id .class1 , #parent_id .class2,...."")

Thanx!","2012-01-31 17:51:50"
"1215207","refactoring multiple if-else conditionals in a method","3","refactoring mulitple if-else conditionals in a method","2009-07-31 22:37:28"
"1215207","refactoring multiple if-else conditionals in a method","3","I am in the process of refactoring my existing code. It actually works fine, but it is a bit cluttered with multiple if-else conditionals checking the value of one variable and change the value of a second variable to an updated value taken from a fixed enumeration structure.

    else if (var1 == 'valueX')
	{
		if (var2 == MyEnum.A)
			var2 = MyEnum.B;
		else if (var2 == MyEnum.B)
			var2 = MyEnum.C;
		else if (var2 == MyEnum.C)
			var2 = MyEnum.D;
		else if (var2 == MyEnum.D)
			var2 = MyEnum.A;
	}

    else if (....)
    {
    ..similar block of conditionals
    }

I am a bit confused as to what is the best way to refactor and clean-up this code. Would you suggest the use of a switch perhaps? Or something more elegant?

Thanks in advance!","2009-07-31 22:37:28"
"1215207","refactoring multiple if-else conditionals in a method","3","<refactoring><java><conditional>","2009-07-31 22:37:28"
"1215207","refactoring multiple if-else conditionals in a method","3","refactoring multiple if-else conditionals in a method","2009-07-31 23:16:33"
"1215207","refactoring multiple if-else conditionals in a method","3","I am in the process of refactoring my existing code. It actually works fine, but it is a bit cluttered with multiple if-else conditionals checking the value of one variable and change the value of a second variable to an updated value taken from a fixed enumeration structure.

    else if (var1 == 'valueX')
	{
		if (var2 == MyEnum.A)
			var2 = MyEnum.B;
		else if (var2 == MyEnum.B)
			var2 = MyEnum.C;
		else if (var2 == MyEnum.C)
			var2 = MyEnum.D;
		else if (var2 == MyEnum.D)
			var2 = MyEnum.A;
	}

    else if (....)
    {
    ..similar block of conditionals
    }

I am a bit confused as to what is the best way to refactor and clean-up this code. Would you suggest the use of a switch perhaps? Or something more elegant?

Thanks in advance!","2009-07-31 23:16:33"
"7707673","refactoring javascript. decouple markup or separate modules","3","refactoring javascript. decouple markup or separate modules","2011-10-10 01:10:01"
"7707673","refactoring javascript. decouple markup or separate modules","3","I'm trying to make a large (~10K lines) javascript code base more maintainable.  Pretty much all of the code is contained in one massive class.  I want to do some refactoring, but I don't want to completely rewrite the code.  

I have two ideas for how to re-organize the code, but I'm not sure which one is best. (I'm very open to other ideas too)  What do you think about each of these approaches?  How would you decide which is best?


Idea 1 – Decouple markup from business logic.
We have a somewhat complicated set of rules for what and how things should be displayed to users.  This approach would split that into ""What do we display?"" and ""How do we display it?""


Idea 2 – Break apart separate components into their own class. 
There are several somewhat disjoint components in this code.  If this code base were Facebook's – this approach would involve pulling apart the code for photos and the newsfeed.
","2011-10-10 01:10:01"
